Listing_ID,Type,Address,Price,Price_Per_M2,Area,Rooms,Bathrooms,Floor,Year_Built,Finish,View,Payment_Method,Seller_Type,Amenities,Description,Link
EG-6807841,Apartment,cairo ljyz el bahr el azam el khalej buildings,"4,500,000 EGP","28,125 EGP/M²",160 m²,3 rooms,2 bathroom,5,2009,N/A,Side Street,Cash,Private Owner,"Elevator, Water Meter, Security, Parking, Balcony",N/A,https://aqarmap.com.eg/en/listing/6807841-for-sale-cairo-ljyz-el-bahr-el-azam-el-khalej-buildings/
EG-6881471,Duplex,https://aqarmap.com.eg/en/listing/6881471 projects ogami,"180,166,000 EGP","629,951 EGP/M²",N/A,N/A,N/A,Ground,N/A,N/A,Seaview,Cash or Installments,N/A,"Security, Swimming Pool, Parking, Garden",N/A,https://aqarmap.com.eg/en/listing/6881471-projects-ogami/
EG-6883026,Unknown,sharqia 10th of ramadan industrial area 3rd industrial zone a1,"320,000 EGP","8,000 EGP/M²",40 m²,N/A,N/A,N/A,N/A,N/A,Side Street,Cash or Installments,Broker,N/A,N/A,https://aqarmap.com.eg/en/listing/6883026-for-sale-sharqia-10th-of-ramadan-industrial-area-3rd-industrial-zone-a1/
EG-6881463,Duplex,https://aqarmap.com.eg/en/listing/6881463 projects ogami,"43,651,000 EGP","187,343 EGP/M²",N/A,N/A,N/A,Ground,N/A,N/A,Seaview,Cash or Installments,N/A,"Security, Swimming Pool, Parking, Garden",N/A,https://aqarmap.com.eg/en/listing/6881463-projects-ogami/
N/A,Apartment,cairo el haram el wafaa w el amal st,"1,500,000 EGP",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://aqarmap.com.eg/en/listing/6881534-for-sale-cairo-el-haram-el-wafaa-w-el-amal-st/
EG-6881474,Duplex,https://aqarmap.com.eg/en/listing/6881474 projects ogami,"212,068,000 EGP","538,244 EGP/M²",N/A,N/A,N/A,Ground,N/A,N/A,Seaview,Cash or Installments,N/A,"Security, Swimming Pool, Parking, Garden",N/A,https://aqarmap.com.eg/en/listing/6881474-projects-ogami/
EG-6881236,Apartment,qalyubia el khsos el salam st,"570,000 EGP","8,769 EGP/M²",65 m²,2 rooms,1 bathroom,4,2026,N/A,Main Street,Cash,Private Owner,Security,N/A,https://aqarmap.com.eg/en/listing/6881236-for-sale-qalyubia-el-khsos-el-salam-st/
EG-6859046,Apartment,alexandria mostafa kamel area,"5,000,000 EGP","53,191 EGP/M²",94 m²,2 rooms,1 bathroom,10,2000,N/A,Sea View,Cash,Developer,"Elevator, Water Meter, Natural Gas, Security",N/A,https://aqarmap.com.eg/en/listing/6859046-for-sale-alexandria-mostafa-kamel-area/
EG-6891067,Apartment,cairo 6th of october el ahyaa neighborhood 4th writers union rd,"3,750,000 EGP","23,438 EGP/M²",160 m²,3 rooms,3 bathroom,3,2025,N/A,Main Street,Cash,Developer,"Elevator, Water Meter",N/A,https://aqarmap.com.eg/en/listing/6891067-for-sale-cairo-6th-of-october-el-ahyaa-neighborhood-4th-writers-union-rd/
EG-6881462,Duplex,https://aqarmap.com.eg/en/listing/6881462 projects ogami,"44,516,000 EGP","196,973 EGP/M²",N/A,N/A,N/A,Ground,N/A,N/A,Seaview,Cash or Installments,N/A,"Security, Swimming Pool, Parking, Garden",N/A,https://aqarmap.com.eg/en/listing/6881462-projects-ogami/
EG-6881644,Villa,red sea el helal,"80,000,000 EGP","108,844 EGP/M²",735 m²,4 rooms,5 bathroom,N/A,2000,N/A,Sea View,Cash,Private Owner,"Water Meter, Garden, Balcony",N/A,https://aqarmap.com.eg/en/listing/6881644-for-sale-red-sea-el-helal/
EG-6882730,Chalet,ain elsokhna resorts sokhna hills alhegaz,"4,200,000 EGP","44,211 EGP/M²",95 m²,2 rooms,2 bathroom,3,2020,N/A,Other,Cash,Broker,Security,N/A,https://aqarmap.com.eg/en/listing/6882730-for-sale-ain-elsokhna-resorts-sokhna-hills-alhegaz/
EG-6803694,Apartment,cairo 6th of october hadaeq october compounds green town compound qebaa,"2,300,000 EGP","23,000 EGP/M²",100 m²,3 rooms,2 bathroom,4,2025,N/A,Main Street,Installments,Broker,N/A,N/A,https://aqarmap.com.eg/en/listing/6803694-for-sale-cairo-6th-of-october-hadaeq-october-compounds-green-town-compound-qebaa/
EG-6881425,Duplex,https://aqarmap.com.eg/en/listing/6881425 projects via montenapoleone,"7,744,702 EGP","148,937 EGP/M²",N/A,N/A,N/A,1,N/A,N/A,Main Street,Cash or Installments,N/A,"Security, Parking, Garden",N/A,https://aqarmap.com.eg/en/listing/6881425-projects-via-montenapoleone/
EG-6868040,Villa,cairo el sheikh zayed city lshykh zyd ljdyd kmbwnd byl fy mr msr llttwyr valley villas belle vie,"35,600,000 EGP","171,981 EGP/M²",207 m²,4 rooms,3 bathroom,N/A,2025,N/A,Garden,Cash,Private Owner,Garden,N/A,https://aqarmap.com.eg/en/listing/6868040-for-sale-cairo-el-sheikh-zayed-city-lshykh-zyd-ljdyd-kmbwnd-byl-fy-mr-msr-llttwyr-valley-villas-belle-vie/
EG-6881452,Duplex,https://aqarmap.com.eg/en/listing/6881452 projects ogami,"24,855,000 EGP","165,700 EGP/M²",N/A,N/A,N/A,1,N/A,N/A,Seaview,Cash or Installments,N/A,"Security, Swimming Pool, Parking, Garden",N/A,https://aqarmap.com.eg/en/listing/6881452-projects-ogami/
EG-6881431,Duplex,https://aqarmap.com.eg/en/listing/6881431 projects via montenapoleone,"33,300,000 EGP","212,102 EGP/M²",N/A,N/A,N/A,Ground,N/A,N/A,Main Street,Cash or Installments,N/A,"Security, Parking, Garden",N/A,https://aqarmap.com.eg/en/listing/6881431-projects-via-montenapoleone/
EG-6880648,Apartment,cairo el haram shareaa el haram,"2,600,000 EGP","21,667 EGP/M²",120 m²,3 rooms,2 bathroom,N/A,N/A,N/A,Main Street,Cash,Private Owner,Balcony,N/A,https://aqarmap.com.eg/en/listing/6880648-for-sale-cairo-el-haram-shareaa-el-haram/
EG-6881429,Duplex,https://aqarmap.com.eg/en/listing/6881429 projects via montenapoleone,"21,635,601 EGP","150,247 EGP/M²",N/A,N/A,N/A,1,N/A,N/A,Main Street,Cash or Installments,N/A,"Security, Parking, Garden",N/A,https://aqarmap.com.eg/en/listing/6881429-projects-via-montenapoleone/
EG-6881898,Apartment,cairo hadayek el koba al motanabi st,"2,700,000 EGP","13,500 EGP/M²",200 m²,4 rooms,2 bathroom,5,1965,N/A,Side Street,Cash,Private Owner,"Elevator, Water Meter, Natural Gas, Balcony",N/A,https://aqarmap.com.eg/en/listing/6881898-for-sale-cairo-hadayek-el-koba-al-motanabi-st/
EG-6881430,Duplex,https://aqarmap.com.eg/en/listing/6881430 projects via montenapoleone,"13,950,000 EGP","191,096 EGP/M²",N/A,N/A,N/A,Ground,N/A,N/A,Main Street,Cash or Installments,N/A,"Security, Parking, Garden",N/A,https://aqarmap.com.eg/en/listing/6881430-projects-via-montenapoleone/
EG-6898428,Unknown,cairo al oubour el hay el taseaa,"26,000,000 EGP","7,864 EGP/M²",3306 m²,N/A,N/A,N/A,N/A,N/A,Main Street,Cash or Installments,Developer,N/A,N/A,https://aqarmap.com.eg/en/listing/6898428-for-sale-cairo-al-oubour-el-hay-el-taseaa/
N/A,Apartment,cairo al oubour l bwr ljdyd byt lwtn,"2,177,820 EGP",N/A,111 m²,2 rooms,1 bathroom,3,N/A,N/A,Main Street,N/A,N/A,N/A,N/A,https://aqarmap.com.eg/en/listing/6882012-for-sale-cairo-al-oubour-l-bwr-ljdyd-byt-lwtn/
EG-6881454,Duplex,https://aqarmap.com.eg/en/listing/6881454 projects ogami,"26,586,000 EGP","172,636 EGP/M²",N/A,N/A,N/A,Ground,N/A,N/A,Garden,Cash or Installments,N/A,"Security, Swimming Pool, Parking, Garden",N/A,https://aqarmap.com.eg/en/listing/6881454-projects-ogami/
EG-6898421,Unknown,cairo badr city hai el yasmen third neighborhood,"100,000,000 EGP","2,646 EGP/M²",37800 m²,N/A,N/A,N/A,N/A,N/A,Main Street,Cash or Installments,Developer,N/A,N/A,https://aqarmap.com.eg/en/listing/6898421-for-sale-cairo-badr-city-hai-el-yasmen-third-neighborhood/
EG-6881427,Duplex,https://aqarmap.com.eg/en/listing/6881427 projects via montenapoleone,"7,744,702 EGP","148,937 EGP/M²",N/A,N/A,N/A,1,N/A,N/A,Main Street,Cash or Installments,N/A,"Security, Parking, Garden",N/A,https://aqarmap.com.eg/en/listing/6881427-projects-via-montenapoleone/
EG-6898414,Unknown,cairo badr city hai el yasmen third neighborhood,"100,000,000 EGP","2,646 EGP/M²",37800 m²,N/A,N/A,N/A,N/A,N/A,Main Street,Cash or Installments,Developer,N/A,N/A,https://aqarmap.com.eg/en/listing/6898414-for-sale-cairo-badr-city-hai-el-yasmen-third-neighborhood/
EG-6881458,Duplex,https://aqarmap.com.eg/en/listing/6881458 projects ogami,"29,430,000 EGP","161,703 EGP/M²",N/A,N/A,N/A,1,N/A,N/A,Seaview,Cash or Installments,N/A,"Security, Swimming Pool, Parking, Garden",N/A,https://aqarmap.com.eg/en/listing/6881458-projects-ogami/
EG-6898411,Unknown,cairo badr city hai el yasmen third neighborhood,"100,000,000 EGP","2,646 EGP/M²",37800 m²,N/A,N/A,N/A,N/A,N/A,Main Street,Cash or Installments,Developer,N/A,N/A,https://aqarmap.com.eg/en/listing/6898411-for-sale-cairo-badr-city-hai-el-yasmen-third-neighborhood/
EG-6881428,Duplex,https://aqarmap.com.eg/en/listing/6881428 projects via montenapoleone,"21,635,601 EGP","150,247 EGP/M²",N/A,N/A,N/A,1,N/A,N/A,Main Street,Cash or Installments,N/A,"Security, Parking, Garden",N/A,https://aqarmap.com.eg/en/listing/6881428-projects-via-montenapoleone/
EG-6881459,Duplex,https://aqarmap.com.eg/en/listing/6881459 projects ogami,"30,667,000 EGP","168,500 EGP/M²",N/A,N/A,N/A,Ground,N/A,N/A,Garden,Cash or Installments,N/A,"Security, Swimming Pool, Parking, Garden",N/A,https://aqarmap.com.eg/en/listing/6881459-projects-ogami/
EG-6881808,Apartment,cairo ain shams jsr lswys gamal abd el naser st,"2,200,000 EGP","16,296 EGP/M²",135 m²,3 rooms,1 bathroom,8,1985,N/A,Main Street,Cash,Private Owner,"Elevator, Water Meter",N/A,https://aqarmap.com.eg/en/listing/6881808-for-sale-cairo-ain-shams-jsr-lswys-gamal-abd-el-naser-st/
EG-6881420,Duplex,https://aqarmap.com.eg/en/listing/6881420 projects valoure sheraton,"10,500,000 EGP","105,000 EGP/M²","The project of Valore Heliopolis has a variety of spaces in the residential area to suit all needs, including: 155 m² apartments, consisting of 2 bedrooms, a kitchen and a bathroom. 166 m² apartments, consisting of 2 bedrooms, a kitchen and a bathroom. 183 m² apartments, consisting of 3 bedrooms, a kitchen, and 2 bathrooms.","The project of Valore Heliopolis has a variety of spaces in the residential area to suit all needs, including: 155 m² apartments, consisting of 2 bedrooms, a kitchen and a bathroom. 166 m² apartments, consisting of 2 bedrooms, a kitchen and a bathroom. 183 m² apartments, consisting of 3 bedrooms, a kitchen, and 2 bathrooms.","The project of Valore Heliopolis has a variety of spaces in the residential area to suit all needs, including: 155 m² apartments, consisting of 2 bedrooms, a kitchen and a bathroom. 166 m² apartments, consisting of 2 bedrooms, a kitchen and a bathroom. 183 m² apartments, consisting of 3 bedrooms, a kitchen, and 2 bathrooms.",N/A,N/A,N/A,Main Street,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Parking",N/A,https://aqarmap.com.eg/en/listing/6881420-projects-valoure-sheraton/
EG-6902105,Apartment,cairo nasr city hay el waha el khamseen st,"2,375,000 EGP","19,000 EGP/M²",125 m²,3 rooms,2 bathroom,4,2028,N/A,Back,Installments,Broker,N/A,N/A,https://aqarmap.com.eg/en/listing/6902105-for-sale-cairo-nasr-city-hay-el-waha-el-khamseen-st/
EG-6881461,Duplex,https://aqarmap.com.eg/en/listing/6881461 projects ogami,"36,108,000 EGP","159,770 EGP/M²",N/A,N/A,N/A,Ground,N/A,N/A,Seaview,Cash or Installments,N/A,"Security, Swimming Pool, Parking, Garden",N/A,https://aqarmap.com.eg/en/listing/6881461-projects-ogami/
EG-6881745,Unknown,cairo bashtil,"10,000,000 EGP","50,000 EGP/M²",200 m²,N/A,N/A,N/A,2013,N/A,N/A,listingDetails,Private Owner,N/A,N/A,https://aqarmap.com.eg/en/listing/6881745-for-sale-cairo-bashtil/
EG-6881417,Duplex,https://aqarmap.com.eg/en/listing/6881417 projects valoure sheraton,"6,500,000 EGP","94,203 EGP/M²","The project of Valore Heliopolis has a variety of spaces in the residential area to suit all needs, including: 155 m² apartments, consisting of 2 bedrooms, a kitchen and a bathroom. 166 m² apartments, consisting of 2 bedrooms, a kitchen and a bathroom. 183 m² apartments, consisting of 3 bedrooms, a kitchen, and 2 bathrooms.","The project of Valore Heliopolis has a variety of spaces in the residential area to suit all needs, including: 155 m² apartments, consisting of 2 bedrooms, a kitchen and a bathroom. 166 m² apartments, consisting of 2 bedrooms, a kitchen and a bathroom. 183 m² apartments, consisting of 3 bedrooms, a kitchen, and 2 bathrooms.","The project of Valore Heliopolis has a variety of spaces in the residential area to suit all needs, including: 155 m² apartments, consisting of 2 bedrooms, a kitchen and a bathroom. 166 m² apartments, consisting of 2 bedrooms, a kitchen and a bathroom. 183 m² apartments, consisting of 3 bedrooms, a kitchen, and 2 bathrooms.",N/A,N/A,N/A,Main Street,Cash or Installments,N/A,"Elevator, Security, Swimming Pool, Parking",N/A,https://aqarmap.com.eg/en/listing/6881417-projects-valoure-sheraton/
EG-6881451,Duplex,https://aqarmap.com.eg/en/listing/6881451 projects ogami,"22,753,000 EGP","151,687 EGP/M²",N/A,N/A,N/A,1,N/A,N/A,Seaview,Cash or Installments,N/A,"Security, Swimming Pool, Parking, Garden",N/A,https://aqarmap.com.eg/en/listing/6881451-projects-ogami/
EG-6868730,Apartment,cairo new cairo compounds sarai club views sarai compound,"5,066,428 EGP","79,163 EGP/M²",64 m²,1 rooms,1 bathroom,6,2028,N/A,Club,Installments,Private Owner,N/A,N/A,https://aqarmap.com.eg/en/listing/6868730-for-sale-cairo-new-cairo-compounds-sarai-club-views-sarai-compound/
EG-6881457,Duplex,https://aqarmap.com.eg/en/listing/6881457 projects ogami,"26,339,000 EGP","144,720 EGP/M²",N/A,N/A,N/A,1,N/A,N/A,Seaview,Cash or Installments,N/A,"Security, Swimming Pool, Parking, Garden",N/A,https://aqarmap.com.eg/en/listing/6881457-projects-ogami/
EG-6891535,Apartment,cairo 6th of october new october,"2,000,000 EGP","13,333 EGP/M²",150 m²,3 rooms,3 bathroom,2,2025,N/A,Corner,Cash or Installments,Developer,N/A,N/A,https://aqarmap.com.eg/en/listing/6891535-for-sale-cairo-6th-of-october-new-october/
EG-6896986,Apartment,cairo new cairo dar misr dar misr el andalous,"3,800,000 EGP","25,333 EGP/M²",150 m²,3 rooms,3 bathroom,Ground,2020,N/A,Main Street,Cash,Broker,N/A,N/A,https://aqarmap.com.eg/en/listing/6896986-for-sale-cairo-new-cairo-dar-misr-dar-misr-el-andalous/
EG-6879233,Unknown,cairo el haram el rimaya,"45,000,000 EGP","30,571 EGP/M²",1472 m²,N/A,N/A,N/A,1995,N/A,N/A,Cash,Private Owner,N/A,N/A,https://aqarmap.com.eg/en/listing/6879233-for-sale-cairo-el-haram-el-rimaya/
EG-6880051,Apartment,cairo el haram el talbya tersa st,"3,600,000 EGP","16,364 EGP/M²",220 m²,3 rooms,3 bathroom,4,2000,N/A,Main Street,Cash,Broker,N/A,N/A,https://aqarmap.com.eg/en/listing/6880051-for-sale-cairo-el-haram-el-talbya-tersa-st/
EG-6879904,Unknown,cairo mokattam lhdb l ly shr 17,"350,000,000 EGP","175,000 EGP/M²",2000 m²,52 rooms,12 bathroom,4,2026,N/A,Main Street,Cash,Private Owner,"Elevator, Water Meter, Garden",N/A,https://aqarmap.com.eg/en/listing/6879904-for-sale-cairo-mokattam-lhdb-l-ly-shr-17/
EG-6879854,Apartment,cairo new cairo lrhb city phase 5 talaat mostafa st,"10,500,000 EGP","53,846 EGP/M²",195 m²,3 rooms,2 bathroom,3,2026,N/A,Garden,Cash,Broker,Garden,N/A,https://aqarmap.com.eg/en/listing/6879854-for-sale-cairo-new-cairo-lrhb-city-phase-5-talaat-mostafa-st/
EG-6876566,Apartment,cairo 6th of october el ahyaa neighborhood 2nd divided from al kafrawei st,"2,800,000 EGP","22,400 EGP/M²",125 m²,3 rooms,2 bathroom,N/A,N/A,N/A,Main Street,Cash,Private Owner,Balcony,N/A,https://aqarmap.com.eg/en/listing/6876566-for-sale-cairo-6th-of-october-el-ahyaa-neighborhood-2nd-divided-from-al-kafrawei-st/
EG-6879580,Apartment,cairo el haram el lebeny,"2,900,000 EGP","14,500 EGP/M²",200 m²,3 rooms,2 bathroom,13,2019,N/A,Main Street,Cash,Private Owner,"Elevator, Water Meter, Natural Gas, Balcony",N/A,https://aqarmap.com.eg/en/listing/6879580-for-sale-cairo-el-haram-el-lebeny/
EG-6879430,Apartment,cairo el zaytun lzytwn lshrqy toman bai st,"2,700,000 EGP","16,875 EGP/M²",160 m²,3 rooms,2 bathroom,8,2012,N/A,Side Street,Cash,Private Owner,"Elevator, Water Meter, Security, Balcony",N/A,https://aqarmap.com.eg/en/listing/6879430-for-sale-cairo-el-zaytun-lzytwn-lshrqy-toman-bai-st/
EG-6881802,Apartment,sohag sohag city kazalufa st,"1,750,000 EGP","14,000 EGP/M²",125 m²,3 rooms,1 bathroom,3,2026,N/A,Main Street,Cash,Private Owner,"Water Meter, Natural Gas, Balcony",N/A,https://aqarmap.com.eg/en/listing/6881802-for-sale-sohag-sohag-city-kazalufa-st/
EG-6880857,Apartment,cairo ain shams jsr lswys street 145,"2,000,000 EGP","16,667 EGP/M²",120 m²,3 rooms,1 bathroom,N/A,N/A,N/A,Main Street,Cash,Private Owner,Balcony,N/A,https://aqarmap.com.eg/en/listing/6880857-for-sale-cairo-ain-shams-jsr-lswys-street-145/
EG-6901793,Unknown,cairo nasr city hay el waha el khamseen st,"4,500,000 EGP","81,818 EGP/M²",55 m²,N/A,N/A,Ground,2026,N/A,Main Street,Cash or Installments,Broker,N/A,N/A,https://aqarmap.com.eg/en/listing/6901793-for-sale-cairo-nasr-city-hay-el-waha-el-khamseen-st/
EG-6879830,Apartment,cairo new cairo lrhb city mtdd lrhb phase 7,"13,500,000 EGP","54,217 EGP/M²",249 m²,4 rooms,3 bathroom,3,2026,N/A,Main Street,Cash,Broker,N/A,N/A,https://aqarmap.com.eg/en/listing/6879830-for-sale-cairo-new-cairo-lrhb-city-mtdd-lrhb-phase-7/
EG-6901942,Unknown,cairo nasr city hay el waha el khamseen st,"9,800,000 EGP","81,667 EGP/M²",120 m²,N/A,N/A,Ground,2026,N/A,Main Street,Cash,Broker,N/A,N/A,https://aqarmap.com.eg/en/listing/6901942-for-sale-cairo-nasr-city-hay-el-waha-el-khamseen-st/
EG-6901930,Unknown,cairo nasr city hay el waha el khamseen st,"19,875,000 EGP","72,273 EGP/M²",275 m²,N/A,N/A,Ground,2026,N/A,Main Street,Cash,Broker,N/A,N/A,https://aqarmap.com.eg/en/listing/6901930-for-sale-cairo-nasr-city-hay-el-waha-el-khamseen-st/
EG-6878784,Villa,suez el ganain amer village,"2,200,000 EGP","14,013 EGP/M²",157 m²,3 rooms,2 bathroom,3,2026,N/A,Main Street,Cash,Private Owner,"Water Meter, Natural Gas",N/A,https://aqarmap.com.eg/en/listing/6878784-for-sale-suez-el-ganain-amer-village/
EG-6880337,Apartment,cairo el agouza aswan square,"5,100,000 EGP","40,800 EGP/M²",125 m²,2 rooms,2 bathroom,6,2000,N/A,Other,Cash,Broker,"Elevator, Natural Gas, Security",N/A,https://aqarmap.com.eg/en/listing/6880337-for-sale-cairo-el-agouza-aswan-square/
EG-6485103,Apartment,cairo new cairo compounds gardenia heights 2 compound,"5,125,000 EGP","37,963 EGP/M²",135 m²,2 rooms,2 bathroom,3,2025,N/A,Main Street,Cash,Broker,Garden,N/A,https://aqarmap.com.eg/en/listing/6485103-for-sale-cairo-new-cairo-compounds-gardenia-heights-2-compound/
EG-6881203,Apartment,cairo downtown tl t hrb,"6,500,000 EGP","58,036 EGP/M²",112 m²,3 rooms,2 bathroom,1,1925,N/A,Main Street,Cash,Private Owner,"Elevator, Water Meter, Security, Balcony",N/A,https://aqarmap.com.eg/en/listing/6881203-for-sale-cairo-downtown-tl-t-hrb/
EG-6896800,Villa,cairo new cairo compounds mwntn fyw y syty club park mountain view icity,"9,300,000 EGP","33,214 EGP/M²",280 m²,3 rooms,3 bathroom,N/A,2017,N/A,Garden,Cash,Broker,"Water Meter, Security, Swimming Pool, Garden, Balcony",N/A,https://aqarmap.com.eg/en/listing/6896800-for-sale-cairo-new-cairo-compounds-mwntn-fyw-y-syty-club-park-mountain-view-icity/
EG-6870299,Apartment,cairo nasr city makram ebeid,"9,500,000 EGP","34,545 EGP/M²",275 m²,4 rooms,3 bathroom,N/A,N/A,N/A,Main Street,Cash,Private Owner,Balcony,N/A,https://aqarmap.com.eg/en/listing/6870299-for-sale-cairo-nasr-city-makram-ebeid/
EG-6879841,Apartment,cairo new cairo lrhb city phase 7,"5,800,000 EGP","65,169 EGP/M²",89 m²,2 rooms,1 bathroom,2,2026,N/A,Garden,Cash,Broker,Garden,N/A,https://aqarmap.com.eg/en/listing/6879841-for-sale-cairo-new-cairo-lrhb-city-phase-7/
EG-6879198,Roof,alexandria al agamy el hanouvel abd el moneam gaber st,"2,100,000 EGP","5,738 EGP/M²",366 m²,4 rooms,2 bathroom,6,2000,N/A,Main Street,Cash,Private Owner,N/A,N/A,https://aqarmap.com.eg/en/listing/6879198-for-sale-alexandria-al-agamy-el-hanouvel-abd-el-moneam-gaber-st/
EG-6874776,Apartment,cairo el haram el lebeny el magzar el aly st,"1,600,000 EGP","14,545 EGP/M²",110 m²,3 rooms,2 bathroom,5,2022,N/A,Side Street,Cash,Private Owner,"Elevator, Water Meter, Natural Gas",N/A,https://aqarmap.com.eg/en/listing/6874776-for-sale-cairo-el-haram-el-lebeny-el-magzar-el-aly-st/
EG-6896449,Unknown,cairo nasr city hay el waha el khamseen st,"4,500,000 EGP","81,818 EGP/M²",55 m²,N/A,N/A,Ground,2026,N/A,Main Street,Installments,Broker,N/A,N/A,https://aqarmap.com.eg/en/listing/6896449-for-sale-cairo-nasr-city-hay-el-waha-el-khamseen-st/
EG-4953687,Unknown,cairo ain shams ain shams el sharkia el eshrein stt,"5,800,000 EGP","41,429 EGP/M²",140 m²,3 rooms,2 bathroom,N/A,2000,N/A,Corner,Cash,Private Owner,"Water Meter, Natural Gas, Balcony",N/A,https://aqarmap.com.eg/en/listing/4953687-for-sale-cairo-ain-shams-ain-shams-el-sharkia-el-eshrein-stt/
EG-6879612,Unknown,red sea hurghada resorts blanca resort soma bay,"35,000,000 EGP","188,172 EGP/M²",186 m²,4 rooms,3 bathroom,N/A,2025,N/A,Sea View,Cash or Installments,Private Owner,"Water Meter, Security, Swimming Pool, Balcony",N/A,https://aqarmap.com.eg/en/listing/6879612-for-sale-red-sea-hurghada-resorts-blanca-resort-soma-bay/
EG-6879314,Apartment,cairo hadayek el ahram lmntqh l,"1,700,000 EGP","13,386 EGP/M²",127 m²,3 rooms,1 bathroom,6,2014,N/A,Other,Cash,Private Owner,"Elevator, Natural Gas",N/A,https://aqarmap.com.eg/en/listing/6879314-for-sale-cairo-hadayek-el-ahram-lmntqh-l/
EG-6878007,Apartment,cairo al oubour l bwr ljdyd waad compound kayan,"3,116,000 EGP","22,257 EGP/M²",140 m²,3 rooms,3 bathroom,2,2028,N/A,Main Street,Installments,Broker,N/A,N/A,https://aqarmap.com.eg/en/listing/6878007-for-sale-cairo-al-oubour-l-bwr-ljdyd-waad-compound-kayan/
EG-6898768,Apartment,cairo ain shams jsr lswys,"4,000,000 EGP","30,769 EGP/M²",130 m²,3 rooms,2 bathroom,12,2020,N/A,Main Street,Cash,Broker,"Elevator, Water Meter, Security, Balcony",N/A,https://aqarmap.com.eg/en/listing/6898768-for-sale-cairo-ain-shams-jsr-lswys/
EG-6896749,Unknown,cairo new cairo compounds hyde park centre ville hyde park,"25,500,000 EGP","91,071 EGP/M²",280 m²,4 rooms,5 bathroom,N/A,2023,N/A,Garden,Cash,Broker,"Water Meter, Security, Swimming Pool, Garden, Balcony",N/A,https://aqarmap.com.eg/en/listing/6896749-for-sale-cairo-new-cairo-compounds-hyde-park-centre-ville-hyde-park/
EG-6901796,Unknown,cairo nasr city hay el waha el khamseen st,"8,200,000 EGP","86,316 EGP/M²",95 m²,N/A,N/A,Ground,2026,N/A,Main Street,Installments,Broker,N/A,N/A,https://aqarmap.com.eg/en/listing/6901796-for-sale-cairo-nasr-city-hay-el-waha-el-khamseen-st/
EG-6896744,Unknown,cairo new cairo compounds the square,"23,700,000 EGP","84,643 EGP/M²",280 m²,9 rooms,4 bathroom,N/A,2023,N/A,Garden,Cash,Broker,"Water Meter, Security, Swimming Pool, Garden, Balcony",N/A,https://aqarmap.com.eg/en/listing/6896744-for-sale-cairo-new-cairo-compounds-the-square/
EG-6901766,Apartment,cairo nasr city hay el waha el khamseen st,"1,550,000 EGP","13,478 EGP/M²",115 m²,2 rooms,1 bathroom,1,2027,N/A,Garden,Installments,Broker,Garden,N/A,https://aqarmap.com.eg/en/listing/6901766-for-sale-cairo-nasr-city-hay-el-waha-el-khamseen-st/
EG-6896899,Unknown,cairo new cairo el kornfol el kornfol 7,"5,000,000 EGP","30,303 EGP/M²",165 m²,3 rooms,2 bathroom,N/A,N/A,N/A,Side Street,Cash,Broker,N/A,N/A,https://aqarmap.com.eg/en/listing/6896899-for-sale-cairo-new-cairo-el-kornfol-el-kornfol-7/
EG-6896370,Apartment,cairo 6th of october hadaeq october compounds bedaya,"2,250,000 EGP","28,125 EGP/M²",80 m²,2 rooms,1 bathroom,1,2020,N/A,Other,Cash,Broker,"Security, Balcony",N/A,https://aqarmap.com.eg/en/listing/6896370-for-sale-cairo-6th-of-october-hadaeq-october-compounds-bedaya/
EG-6896734,Apartment,cairo el maadi zahraa el maadi tijan 2 compound wadi degla,"4,500,000 EGP","29,221 EGP/M²",154 m²,3 rooms,1 bathroom,6,2026,N/A,Other,Cash,Broker,"Elevator, Balcony",N/A,https://aqarmap.com.eg/en/listing/6896734-for-sale-cairo-el-maadi-zahraa-el-maadi-tijan-2-compound-wadi-degla/
EG-6901686,Apartment,cairo nasr city hay el waha el khamseen st,"2,150,000 EGP","18,220 EGP/M²",118 m²,2 rooms,2 bathroom,9,2027,N/A,Garden,Installments,Broker,Garden,N/A,https://aqarmap.com.eg/en/listing/6901686-for-sale-cairo-nasr-city-hay-el-waha-el-khamseen-st/
EG-6874498,Apartment,cairo el mansuriyyah,"5,000,000 EGP","34,483 EGP/M²",145 m²,3 rooms,2 bathroom,N/A,N/A,N/A,Side Street,Cash,Private Owner,Balcony,N/A,https://aqarmap.com.eg/en/listing/6874498-for-sale-cairo-el-mansuriyyah/
EG-6896185,Unknown,cairo el sheikh zayed city lhy lsb shr,"7,920,000 EGP","88,000 EGP/M²",90 m²,1 rooms,1 bathroom,2,2030,N/A,Main Street,Installments,Broker,N/A,N/A,https://aqarmap.com.eg/en/listing/6896185-for-sale-cairo-el-sheikh-zayed-city-lhy-lsb-shr/
EG-6878776,Unknown,cairo el haram el maryotya sefara st,"3,000,000 EGP","2,000 EGP/M²",1500 m²,N/A,N/A,N/A,N/A,N/A,Main Street,Cash,Private Owner,N/A,N/A,https://aqarmap.com.eg/en/listing/6878776-for-sale-cairo-el-haram-el-maryotya-sefara-st/
